,id,country_id,league_id,season,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A,home_team_shots,home_team_shots_on_target,home_team_shots_off_target,home_team_shot_accuracy,away_team_shots,away_team_shots_on_target,away_team_shots_off_target,away_team_shot_accuracy
2934,2935,1729,1729,2011/2012,2011-12-11 00:00:00,1024952,10194,8586,2,1,3.75,3.5,2.0,11,3,8,0.2727272727272727,21,14,7,0.6666666666666666
2935,2936,1729,1729,2011/2012,2011-12-11 00:00:00,1024958,8472,8655,2,1,1.83,3.5,4.5,26,7,19,0.2692307692307692,4,2,2,0.5
2936,2937,1729,1729,2011/2012,2011-12-10 00:00:00,1024962,10003,9879,2,0,2.63,3.25,2.75,14,4,10,0.2857142857142857,12,7,5,0.5833333333333334
2937,2938,1729,1729,2011/2012,2011-12-10 00:00:00,1024965,8659,8528,1,2,1.67,3.8,5.25,15,5,10,0.3333333333333333,8,5,3,0.625
2938,2939,1729,1729,2011/2012,2011-12-18 00:00:00,1024973,10252,8650,0,2,4.2,3.4,1.91,16,9,7,0.5625,15,8,7,0.5333333333333333
2939,2940,1729,1729,2011/2012,2011-12-17 00:00:00,1024977,8655,8659,1,2,2.38,3.3,3.0,15,11,4,0.7333333333333333,12,6,6,0.5
2940,2941,1729,1729,2011/2012,2011-12-17 00:00:00,1024983,8668,9850,1,1,1.62,3.75,6.0,28,17,11,0.6071428571428571,6,0,6,0.0
2941,2942,1729,1729,2011/2012,2011-12-17 00:00:00,1024987,9879,8559,2,0,1.62,3.75,6.0,18,10,8,0.5555555555555556,16,7,9,0.4375
2942,2943,1729,1729,2011/2012,2011-12-18 00:00:00,1024992,8456,9825,1,0,1.73,3.75,4.5,14,9,5,0.6428571428571429,15,10,5,0.6666666666666666
2943,2944,1729,1729,2011/2012,2011-12-17 00:00:00,1024996,10261,10003,0,0,1.8,3.6,4.5,17,6,11,0.35294117647058826,4,0,4,0.0
2944,2945,1729,1729,2011/2012,2011-12-18 00:00:00,1025001,10172,10260,0,2,7.5,4.33,1.44,12,4,8,0.3333333333333333,21,13,8,0.6190476190476191
2945,2946,1729,1729,2011/2012,2011-12-18 00:00:00,1025006,8586,8472,1,0,1.36,4.75,9.0,18,7,11,0.3888888888888889,8,5,3,0.625
2946,2947,1729,1729,2011/2012,2011-12-17 00:00:00,1025009,8528,8455,1,1,9.0,4.75,1.36,14,7,7,0.5,10,4,6,0.4
2947,2948,1729,1729,2011/2012,2011-12-17 00:00:00,1025011,8602,10194,1,2,2.5,3.25,2.88,10,5,5,0.5,6,3,3,0.5
2948,2949,1729,1729,2011/2012,2011-12-21 00:00:00,1025019,10172,8472,2,3,2.5,3.3,2.88,14,9,5,0.6428571428571429,14,7,7,0.5
2949,2950,1729,1729,2011/2012,2011-12-22 00:00:00,1025023,8586,8455,1,1,2.6,3.4,2.7,15,9,6,0.6,19,8,11,0.42105263157894735
2950,2951,1729,1729,2011/2012,2011-12-21 00:00:00,1025028,8528,8650,0,0,7.0,4.0,1.5,19,14,5,0.7368421052631579,20,13,7,0.65
2951,2952,1729,1729,2011/2012,2011-12-20 00:00:00,1025033,8602,9850,2,2,2.0,3.5,3.75,19,7,12,0.3684210526315789,16,12,4,0.75
2952,2953,1729,1729,2011/2012,2011-12-21 00:00:00,1025040,10252,9825,1,2,5.0,3.6,1.73,10,3,7,0.3,7,5,2,0.7142857142857143
2953,2954,1729,1729,2011/2012,2011-12-20 00:00:00,1025046,8655,8559,1,2,2.1,3.4,3.5,16,5,11,0.3125,5,2,3,0.4
2954,2955,1729,1729,2011/2012,2011-12-21 00:00:00,1025051,8668,10003,1,0,1.57,3.75,6.5,16,8,8,0.5,3,3,0,1.0
2955,2956,1729,1729,2011/2012,2011-12-21 00:00:00,1025054,9879,10260,0,5,5.0,3.6,1.73,14,9,5,0.6428571428571429,12,7,5,0.5833333333333334
2956,2957,1729,1729,2011/2012,2011-12-21 00:00:00,1025058,8456,10194,3,0,1.22,6.0,15.0,18,14,4,0.7777777777777778,2,1,1,0.5
2957,2958,1729,1729,2011/2012,2011-12-21 00:00:00,1025063,10261,8659,2,3,2.0,3.5,3.75,22,9,13,0.4090909090909091,11,4,7,0.36363636363636365
2958,2959,1729,1729,2011/2012,2011-12-27 00:00:00,1025078,9825,8602,1,1,1.22,6.0,15.0,24,14,10,0.5833333333333334,5,3,2,0.6
2959,2960,1729,1729,2011/2012,2011-12-26 00:00:00,1025081,8559,10261,0,2,2.5,3.4,2.8,4,3,1,0.75,10,5,5,0.5
2960,2961,1729,1729,2011/2012,2011-12-26 00:00:00,1025084,8455,9879,1,1,1.3,5.0,12.0,26,16,10,0.6153846153846154,8,5,3,0.625
2961,2962,1729,1729,2011/2012,2011-12-26 00:00:00,1025090,8650,8655,1,1,1.25,5.5,13.0,27,11,16,0.4074074074074074,6,2,4,0.3333333333333333
2962,2963,1729,1729,2011/2012,2011-12-26 00:00:00,1025092,10260,8528,5,0,1.14,7.5,21.0,14,4,10,0.2857142857142857,9,5,4,0.5555555555555556
2963,2964,1729,1729,2011/2012,2011-12-27 00:00:00,1025098,9850,8586,0,2,4.5,3.6,1.8,10,3,7,0.3,19,8,11,0.42105263157894735
2964,2965,1729,1729,2011/2012,2011-12-26 00:00:00,1025102,10194,10252,0,0,1.91,3.4,4.2,7,3,4,0.42857142857142855,9,3,6,0.3333333333333333
2965,2966,1729,1729,2011/2012,2011-12-26 00:00:00,1025108,8472,8668,1,1,2.4,3.25,3.0,11,8,3,0.7272727272727273,10,2,8,0.2
2966,2967,1729,1729,2011/2012,2011-12-27 00:00:00,1025111,10003,10172,1,1,2.0,3.4,3.8,7,3,4,0.42857142857142855,11,5,6,0.45454545454545453
2967,2968,1729,1729,2011/2012,2011-12-26 00:00:00,1025117,8659,8456,0,0,7.0,4.5,1.44,7,2,5,0.2857142857142857,17,8,9,0.47058823529411764
2968,2969,1729,1729,2011/2012,2011-12-31 00:00:00,1025124,9825,10172,1,0,1.25,5.5,13.0,18,10,8,0.5555555555555556,8,5,3,0.625
2969,2970,1729,1729,2011/2012,2011-12-31 00:00:00,1025131,8559,8602,1,1,2.2,3.25,3.4,12,8,4,0.6666666666666666,8,4,4,0.5
2970,2971,1729,1729,2011/2012,2011-12-31 00:00:00,1025137,8455,10252,1,3,1.29,5.0,13.0,17,4,13,0.23529411764705882,9,6,3,0.6666666666666666
2971,2972,1729,1729,2011/2012,2011-12-30 00:00:00,1025141,8650,10261,3,1,1.53,4.0,6.5,14,5,9,0.35714285714285715,4,1,3,0.25
2972,2973,1729,1729,2011/2012,2011-12-31 00:00:00,1025144,10260,8655,2,3,1.13,8.0,26.0,29,13,16,0.4482758620689655,7,2,5,0.2857142857142857
2973,2974,1729,1729,2011/2012,2011-12-31 00:00:00,1025149,9850,9879,1,1,2.6,3.25,2.75,18,9,9,0.5,11,6,5,0.5454545454545454
2974,2975,1729,1729,2011/2012,2011-12-31 00:00:00,1025153,10194,8528,2,2,1.67,3.6,5.5,10,1,9,0.1,6,4,2,0.6666666666666666
2975,2976,1729,1729,2011/2012,2012-01-01 00:00:00,1025157,8472,8456,1,0,6.5,4.0,1.53,8,4,4,0.5,26,13,13,0.5
2976,2977,1729,1729,2011/2012,2011-12-31 00:00:00,1025164,10003,8586,1,1,5.5,3.6,1.67,12,8,4,0.6666666666666666,11,6,5,0.5454545454545454
2977,2978,1729,1729,2011/2012,2012-01-01 00:00:00,1025173,8659,8668,0,1,2.6,3.25,2.75,10,1,9,0.1,14,7,7,0.5
2978,2979,1729,1729,2011/2012,2011-08-20 00:00:00,1024285,9825,8650,0,2,2.5,3.25,2.9,11,5,6,0.45454545454545453,11,5,6,0.45454545454545453
2979,2980,1729,1729,2011/2012,2011-08-20 00:00:00,1024290,10252,8655,3,1,1.73,3.4,5.5,7,3,4,0.42857142857142855,11,3,8,0.2727272727272727
2980,2981,1729,1729,2011/2012,2011-08-21 00:00:00,1024295,8559,8456,2,3,4.75,3.5,1.8,5,3,2,0.6,17,7,10,0.4117647058823529
2981,2982,1729,1729,2011/2012,2011-08-20 00:00:00,1024299,8455,8659,2,1,1.3,5.5,10.0,20,12,8,0.6,4,3,1,0.75
2982,2983,1729,1729,2011/2012,2011-08-20 00:00:00,1024304,8668,10172,0,1,1.53,3.8,7.0,15,6,9,0.4,4,0,4,0.0
2983,2984,1729,1729,2011/2012,2011-08-22 00:00:00,1024308,10260,8586,3,0,1.67,3.75,5.5,25,17,8,0.68,19,11,8,0.5789473684210527
2984,2985,1729,1729,2011/2012,2011-08-21 00:00:00,1024313,9850,10194,1,1,2.6,3.3,2.75,8,6,2,0.75,17,8,9,0.47058823529411764
2985,2986,1729,1729,2011/2012,2011-08-20 00:00:00,1024315,8472,10261,0,1,2.2,3.25,3.4,13,5,8,0.38461538461538464,5,3,2,0.6
2986,2987,1729,1729,2011/2012,2011-08-20 00:00:00,1024321,10003,8528,0,0,2.1,3.3,3.6,14,8,6,0.5714285714285714,9,2,7,0.2222222222222222
2987,2988,1729,1729,2011/2012,2011-08-21 00:00:00,1024324,8602,9879,2,0,2.38,3.25,3.1,17,5,12,0.29411764705882354,11,4,7,0.36363636363636365
2988,2989,1729,1729,2011/2012,2012-01-02 00:00:00,1025185,10252,10003,0,2,1.83,3.4,4.75,12,4,8,0.3333333333333333,6,2,4,0.3333333333333333
2989,2990,1729,1729,2011/2012,2012-01-02 00:00:00,1025191,8655,10194,1,2,2.5,3.25,2.88,14,7,7,0.5,6,1,5,0.16666666666666666
2990,2991,1729,1729,2011/2012,2012-01-04 00:00:00,1025198,8668,8559,1,2,1.5,4.0,7.0,12,4,8,0.3333333333333333,12,7,5,0.5833333333333334
2991,2992,1729,1729,2011/2012,2012-01-02 00:00:00,1025202,9879,9825,2,1,4.0,3.5,1.91,20,7,13,0.35,16,10,6,0.625
2992,2993,1729,1729,2011/2012,2012-01-03 00:00:00,1025207,8456,8650,3,0,1.91,3.4,4.2,8,5,3,0.625,15,8,7,0.5333333333333333
2993,2994,1729,1729,2011/2012,2012-01-04 00:00:00,1025212,10261,10260,3,0,5.0,3.6,1.73,8,4,4,0.5,8,6,2,0.75
2994,2995,1729,1729,2011/2012,2012-01-02 00:00:00,1025216,10172,9850,1,2,2.1,3.4,3.5,8,5,3,0.625,14,5,9,0.35714285714285715
2995,2996,1729,1729,2011/2012,2012-01-03 00:00:00,1025220,8586,8659,1,0,1.33,5.0,10.0,19,9,10,0.47368421052631576,9,2,7,0.2222222222222222
2996,2997,1729,1729,2011/2012,2012-01-03 00:00:00,1025222,8528,8472,1,4,2.63,3.25,2.75,17,8,9,0.47058823529411764,4,3,1,0.75
2997,2998,1729,1729,2011/2012,2012-01-02 00:00:00,1025228,8602,8455,1,2,6.0,4.0,1.57,8,4,4,0.5,16,8,8,0.5
2998,2999,1729,1729,2011/2012,2012-01-14 00:00:00,1025240,10252,8668,1,1,2.4,3.25,3.0,14,8,6,0.5714285714285714,9,5,4,0.5555555555555556
2999,3000,1729,1729,2011/2012,2012-01-14 00:00:00,1025244,8655,9879,3,1,3.0,3.3,2.38,12,8,4,0.6666666666666666,17,8,9,0.47058823529411764
3000,3001,1729,1729,2011/2012,2012-01-14 00:00:00,1025248,8455,8472,1,0,1.4,4.5,8.5,24,9,15,0.375,9,3,6,0.3333333333333333
3001,3002,1729,1729,2011/2012,2012-01-14 00:00:00,1025251,8650,10194,0,0,1.4,4.33,9.0,15,7,8,0.4666666666666667,3,1,2,0.3333333333333333
3002,3003,1729,1729,2011/2012,2012-01-14 00:00:00,1025255,10260,8559,3,0,1.14,8.0,17.0,20,8,12,0.4,12,6,6,0.5
3003,3004,1729,1729,2011/2012,2012-01-15 00:00:00,1025257,10261,10172,1,0,1.73,3.6,5.0,6,2,4,0.3333333333333333,13,6,7,0.46153846153846156
3004,3005,1729,1729,2011/2012,2012-01-15 00:00:00,1025260,10003,9825,3,2,4.75,3.5,1.8,8,4,4,0.5,14,9,5,0.6428571428571429
3005,3006,1729,1729,2011/2012,2012-01-14 00:00:00,1025261,8586,8602,1,1,1.25,5.5,13.0,23,11,12,0.4782608695652174,5,3,2,0.6
3006,3007,1729,1729,2011/2012,2012-01-14 00:00:00,1025262,8659,9850,1,2,2.0,3.4,3.8,17,10,7,0.5882352941176471,9,6,3,0.6666666666666666
3007,3008,1729,1729,2011/2012,2012-01-16 00:00:00,1025265,8528,8456,0,1,9.0,4.33,1.4,6,2,4,0.3333333333333333,12,7,5,0.5833333333333334
3008,3009,1729,1729,2011/2012,2012-01-22 00:00:00,1025274,9825,10260,1,2,2.8,3.4,2.5,13,6,7,0.46153846153846156,9,4,5,0.4444444444444444
3009,3010,1729,1729,2011/2012,2012-01-21 00:00:00,1025278,8559,8650,3,1,6.0,3.75,1.62,11,6,5,0.5454545454545454,10,7,3,0.7
3010,3011,1729,1729,2011/2012,2012-01-21 00:00:00,1025282,8668,8655,1,1,1.53,4.0,6.5,16,9,7,0.5625,17,10,7,0.5882352941176471
3011,3012,1729,1729,2011/2012,2012-01-21 00:00:00,1025287,9879,10261,5,2,2.0,3.4,3.8,7,3,4,0.42857142857142855,12,6,6,0.5
3012,3013,1729,1729,2011/2012,2012-01-22 00:00:00,1025293,8456,8586,3,2,1.91,3.6,4.0,12,4,8,0.3333333333333333,11,5,6,0.45454545454545453
3013,3014,1729,1729,2011/2012,2012-01-21 00:00:00,1025298,9850,8455,0,0,5.5,4.0,1.62,6,4,2,0.6666666666666666,19,8,11,0.42105263157894735
3014,3015,1729,1729,2011/2012,2012-01-21 00:00:00,1025300,10172,8528,3,1,2.0,3.4,3.8,16,8,8,0.5,7,3,4,0.42857142857142855
3015,3016,1729,1729,2011/2012,2012-01-21 00:00:00,1025305,10194,8659,1,2,1.91,3.4,4.2,10,4,6,0.4,14,3,11,0.21428571428571427
3016,3017,1729,1729,2011/2012,2012-01-21 00:00:00,1025308,8472,10003,2,0,1.91,3.4,4.2,10,5,5,0.5,16,9,7,0.5625
3017,3018,1729,1729,2011/2012,2012-01-21 00:00:00,1025314,8602,10252,2,3,2.5,3.25,2.88,11,7,4,0.6363636363636364,9,3,6,0.3333333333333333
3018,3019,1729,1729,2011/2012,2012-02-01 00:00:00,1025405,8559,9825,0,0,5.0,3.75,1.7,12,6,6,0.5,16,5,11,0.3125
3019,3020,1729,1729,2011/2012,2012-01-31 00:00:00,1025410,10260,10194,2,0,1.33,5.0,10.0,14,10,4,0.7142857142857143,9,4,5,0.4444444444444444
3020,3021,1729,1729,2011/2012,2012-02-01 00:00:00,1025416,8472,9850,3,0,1.91,3.5,4.2,10,7,3,0.7,13,5,8,0.38461538461538464
3021,3022,1729,1729,2011/2012,2012-01-31 00:00:00,1025419,10003,8455,1,1,4.0,3.25,2.0,5,3,2,0.6,19,8,11,0.42105263157894735
3022,3023,1729,1729,2011/2012,2012-01-31 00:00:00,1025422,8586,8528,3,1,1.22,6.0,15.0,18,9,9,0.5,8,4,4,0.5
3023,3024,1729,1729,2011/2012,2012-01-31 00:00:00,1025424,8602,8650,0,3,5.0,3.8,1.7,6,2,4,0.3333333333333333,20,13,7,0.65
3024,3025,1729,1729,2011/2012,2012-02-01 00:00:00,1025436,10252,10172,2,2,1.8,3.5,4.75,23,15,8,0.6521739130434783,4,2,2,0.5
3025,3026,1729,1729,2011/2012,2012-02-01 00:00:00,1025444,8655,10261,0,2,2.63,3.3,2.7,22,8,14,0.36363636363636365,5,2,3,0.4
3026,3027,1729,1729,2011/2012,2012-01-31 00:00:00,1025448,8668,8456,1,0,4.33,3.5,1.85,7,3,4,0.42857142857142855,21,12,9,0.5714285714285714
3027,3028,1729,1729,2011/2012,2012-02-01 00:00:00,1025453,9879,8659,1,1,1.83,3.5,4.5,14,6,8,0.42857142857142855,14,9,5,0.6428571428571429
3028,3029,1729,1729,2011/2012,2012-02-04 00:00:00,1025469,9825,8655,7,1,1.29,5.5,11.0,12,2,10,0.16666666666666666,3,3,0,1.0
3029,3030,1729,1729,2011/2012,2012-02-05 00:00:00,1025473,8455,10260,3,3,2.5,3.3,2.88,17,6,11,0.35294117647058826,13,9,4,0.6923076923076923
3030,3031,1729,1729,2011/2012,2012-02-06 00:00:00,1025475,8650,8586,0,0,2.0,3.4,3.8,18,13,5,0.7222222222222222,10,5,5,0.5
3031,3032,1729,1729,2011/2012,2012-02-04 00:00:00,1025479,8456,9879,3,0,1.3,5.5,10.0,14,7,7,0.5,10,6,4,0.6
3032,3033,1729,1729,2011/2012,2012-02-05 00:00:00,1025483,10261,10252,2,1,2.0,3.4,3.8,15,6,9,0.4,13,8,5,0.6153846153846154
3033,3034,1729,1729,2011/2012,2012-02-04 00:00:00,1025487,9850,8559,2,0,2.0,3.5,3.75,20,8,12,0.4,12,6,6,0.5
3034,3035,1729,1729,2011/2012,2012-02-04 00:00:00,1025489,10172,8602,1,2,1.91,3.6,4.0,12,7,5,0.5833333333333334,12,4,8,0.3333333333333333
3035,3036,1729,1729,2011/2012,2012-02-04 00:00:00,1025492,10194,8472,0,1,2.25,3.25,3.3,9,4,5,0.4444444444444444,4,2,2,0.5
3036,3037,1729,1729,2011/2012,2012-02-04 00:00:00,1025495,8659,10003,1,2,2.1,3.3,3.6,18,11,7,0.6111111111111112,17,7,10,0.4117647058823529
3037,3038,1729,1729,2011/2012,2012-02-04 00:00:00,1025499,8528,8668,1,1,3.5,3.4,2.1,6,5,1,0.8333333333333334,8,4,4,0.5
3038,3039,1729,1729,2011/2012,2012-02-12 00:00:00,1025514,10252,8456,0,1,5.5,3.6,1.67,6,4,2,0.6666666666666666,15,9,6,0.6
3039,3040,1729,1729,2011/2012,2012-02-11 00:00:00,1025515,8655,10172,3,2,2.38,3.3,3.0,6,3,3,0.5,23,13,10,0.5652173913043478
3040,3041,1729,1729,2011/2012,2012-02-11 00:00:00,1025517,8559,8528,1,2,2.0,3.5,3.75,11,4,7,0.36363636363636365,8,4,4,0.5
3041,3042,1729,1729,2011/2012,2012-02-11 00:00:00,1025520,8668,8455,2,0,3.25,3.3,2.25,8,6,2,0.75,9,8,1,0.8888888888888888
3042,3043,1729,1729,2011/2012,2012-02-11 00:00:00,1025524,9879,10194,2,1,1.91,3.5,4.0,12,5,7,0.4166666666666667,11,2,9,0.18181818181818182
3043,3044,1729,1729,2011/2012,2012-02-11 00:00:00,1025531,10260,8650,2,1,1.85,3.6,4.33,9,4,5,0.4444444444444444,8,4,4,0.5
3044,3045,1729,1729,2011/2012,2012-02-11 00:00:00,1025538,8472,9825,1,2,3.5,3.4,2.1,9,4,5,0.4444444444444444,11,8,3,0.7272727272727273
3045,3046,1729,1729,2011/2012,2012-02-11 00:00:00,1025546,10003,9850,2,3,1.83,3.5,4.5,14,7,7,0.5,14,6,8,0.42857142857142855
3046,3047,1729,1729,2011/2012,2012-02-11 00:00:00,1025549,8586,10261,5,0,1.44,4.33,7.5,13,4,9,0.3076923076923077,11,6,5,0.5454545454545454
3047,3048,1729,1729,2011/2012,2012-02-12 00:00:00,1025552,8602,8659,1,5,2.5,3.25,2.88,10,7,3,0.7,22,11,11,0.5
3048,3049,1729,1729,2011/2012,2012-02-26 00:00:00,1025556,9825,8586,5,2,2.5,3.4,2.75,19,8,11,0.42105263157894735,11,4,7,0.36363636363636365
3049,3050,1729,1729,2011/2012,2012-02-25 00:00:00,1025562,8455,8559,3,0,1.29,5.5,11.0,20,10,10,0.5,7,1,6,0.14285714285714285
3050,3051,1729,1729,2011/2012,2012-03-13 00:00:00,1025567,8650,8668,3,0,1.73,3.4,5.5,12,8,4,0.6666666666666666,8,6,2,0.75
3051,3052,1729,1729,2011/2012,2012-02-25 00:00:00,1025572,8456,8655,3,0,1.17,7.0,17.0,21,12,9,0.5714285714285714,4,4,0,1.0
3052,3053,1729,1729,2011/2012,2012-02-25 00:00:00,1025576,10261,8602,2,2,1.57,4.0,6.0,12,7,5,0.5833333333333334,8,7,1,0.875
3053,3054,1729,1729,2011/2012,2012-02-26 00:00:00,1025582,9850,10260,1,2,6.5,4.0,1.53,14,7,7,0.5,10,7,3,0.7
3054,3055,1729,1729,2011/2012,2012-02-25 00:00:00,1025587,10172,9879,0,1,2.63,3.25,2.75,16,8,8,0.5,6,2,4,0.3333333333333333
3055,3056,1729,1729,2011/2012,2012-02-26 00:00:00,1025592,10194,10003,2,0,2.1,3.4,3.5,9,4,5,0.4444444444444444,10,4,6,0.4
3056,3057,1729,1729,2011/2012,2012-02-25 00:00:00,1025595,8659,8472,4,0,2.4,3.25,3.0,18,10,8,0.5555555555555556,12,6,6,0.5
3057,3058,1729,1729,2011/2012,2012-02-25 00:00:00,1025599,8528,10252,0,0,2.75,3.25,2.63,14,5,9,0.35714285714285715,11,4,7,0.36363636363636365
3058,3059,1729,1729,2011/2012,2012-03-03 00:00:00,1025621,8655,10252,1,1,2.38,3.4,3.0,14,7,7,0.5,17,11,6,0.6470588235294118
3059,3060,1729,1729,2011/2012,2012-03-04 00:00:00,1025630,9879,8602,5,0,1.57,3.75,6.5,19,13,6,0.6842105263157895,12,5,7,0.4166666666666667
3060,3061,1729,1729,2011/2012,2012-03-03 00:00:00,1025634,8650,9825,1,2,2.0,3.5,3.75,12,5,7,0.4166666666666667,8,5,3,0.625
3061,3062,1729,1729,2011/2012,2012-03-03 00:00:00,1025637,8456,8559,2,0,1.13,8.5,21.0,23,13,10,0.5652173913043478,8,6,2,0.75
3062,3063,1729,1729,2011/2012,2012-03-04 00:00:00,1025640,10261,8472,1,1,2.1,3.4,3.5,26,12,14,0.46153846153846156,8,6,2,0.75
3063,3064,1729,1729,2011/2012,2012-03-03 00:00:00,1025644,10172,8668,1,1,3.1,3.25,2.38,20,9,11,0.45,8,3,5,0.375
3064,3065,1729,1729,2011/2012,2012-03-03 00:00:00,1025648,10194,9850,1,0,1.83,3.5,4.5,12,7,5,0.5833333333333334,8,6,2,0.75
3065,3066,1729,1729,2011/2012,2012-03-04 00:00:00,1025653,8586,10260,1,3,2.88,3.4,2.4,16,7,9,0.4375,3,2,1,0.6666666666666666
3066,3067,1729,1729,2011/2012,2012-03-03 00:00:00,1025658,8659,8455,1,0,4.2,3.4,1.91,18,8,10,0.4444444444444444,10,4,6,0.4
3067,3068,1729,1729,2011/2012,2012-03-03 00:00:00,1025665,8528,10003,0,2,2.5,3.25,2.88,15,7,8,0.4666666666666667,9,5,4,0.5555555555555556
3068,3069,1729,1729,2011/2012,2012-03-12 00:00:00,1025678,9825,10261,2,1,1.44,4.33,7.5,20,9,11,0.45,5,3,2,0.6
3069,3070,1729,1729,2011/2012,2012-03-10 00:00:00,1025682,10252,9879,1,0,2.5,3.25,2.88,18,6,12,0.3333333333333333,9,4,5,0.4444444444444444
3070,3071,1729,1729,2011/2012,2012-03-10 00:00:00,1025684,8559,10172,2,1,2.5,3.25,2.88,10,6,4,0.6,15,8,7,0.5333333333333333
3071,3072,1729,1729,2011/2012,2012-03-10 00:00:00,1025689,8455,10194,1,0,1.4,4.5,8.5,20,8,12,0.4,8,1,7,0.125
3072,3073,1729,1729,2011/2012,2012-03-10 00:00:00,1025693,8668,8586,1,0,2.88,3.25,2.5,8,7,1,0.875,22,8,14,0.36363636363636365
3073,3074,1729,1729,2011/2012,2012-03-11 00:00:00,1025699,10260,8659,2,0,1.29,5.5,11.0,19,9,10,0.47368421052631576,6,3,3,0.5
3074,3075,1729,1729,2011/2012,2012-03-11 00:00:00,1025704,9850,8528,1,1,1.83,3.6,4.33,14,7,7,0.5,16,6,10,0.375
3075,3076,1729,1729,2011/2012,2012-03-10 00:00:00,1025709,8472,8650,1,0,3.8,3.4,2.0,6,1,5,0.16666666666666666,10,6,4,0.6
3076,3077,1729,1729,2011/2012,2012-03-11 00:00:00,1025716,10003,8456,1,0,6.0,3.75,1.62,9,4,5,0.4444444444444444,18,11,7,0.6111111111111112
3077,3078,1729,1729,2011/2012,2012-03-10 00:00:00,1025721,8602,8655,0,2,2.38,3.3,3.0,14,7,7,0.5,13,7,6,0.5384615384615384
3078,3079,1729,1729,2011/2012,2012-04-24 00:00:00,1025729,10252,8559,1,2,1.91,3.5,4.0,17,5,12,0.29411764705882354,10,8,2,0.8
3079,3080,1729,1729,2011/2012,2012-03-20 00:00:00,1025735,8655,8472,2,0,2.4,3.4,2.88,12,4,8,0.3333333333333333,4,1,3,0.25
3080,3081,1729,1729,2011/2012,2012-03-21 00:00:00,1025739,8668,9825,0,1,3.0,3.4,2.3,7,3,4,0.42857142857142855,12,7,5,0.5833333333333334
3081,3082,1729,1729,2011/2012,2012-03-17 00:00:00,1025742,9879,10003,0,3,1.83,3.5,4.5,13,4,9,0.3076923076923077,6,4,2,0.6666666666666666
3082,3083,1729,1729,2011/2012,2012-03-21 00:00:00,1025747,8456,8455,2,1,1.91,3.6,4.0,17,4,13,0.23529411764705882,6,1,5,0.16666666666666666
3083,3084,1729,1729,2011/2012,2012-03-18 00:00:00,1025752,10261,9850,1,0,1.8,3.6,4.5,13,8,5,0.6153846153846154,12,3,9,0.25
3084,3085,1729,1729,2011/2012,2012-03-21 00:00:00,1025756,10172,8650,3,2,5.0,3.6,1.73,7,2,5,0.2857142857142857,17,12,5,0.7058823529411765
3085,3086,1729,1729,2011/2012,2012-03-21 00:00:00,1025759,8586,10194,1,1,1.4,4.5,8.5,25,16,9,0.64,8,2,6,0.25
3086,3087,1729,1729,2011/2012,2012-03-17 00:00:00,1025762,8528,8659,1,1,2.75,3.3,2.6,24,10,14,0.4166666666666667,10,2,8,0.2
3087,3088,1729,1729,2011/2012,2012-03-18 00:00:00,1025765,8602,10260,0,5,9.0,5.0,1.33,5,3,2,0.6,18,10,8,0.5555555555555556
3088,3089,1729,1729,2011/2012,2011-08-27 00:00:00,1024328,10252,8602,0,0,2.1,3.25,3.75,18,7,11,0.3888888888888889,3,1,2,0.3333333333333333
3089,3090,1729,1729,2011/2012,2011-08-27 00:00:00,1024332,8655,8668,0,1,3.3,3.25,2.25,17,10,7,0.5882352941176471,10,5,5,0.5
3090,3091,1729,1729,2011/2012,2011-08-27 00:00:00,1024337,8455,9850,3,1,1.2,6.5,15.0,16,7,9,0.4375,8,6,2,0.75
3091,3092,1729,1729,2011/2012,2011-08-27 00:00:00,1024342,8650,8559,3,1,1.4,4.5,8.5,20,9,11,0.45,8,4,4,0.5
3092,3093,1729,1729,2011/2012,2011-08-28 00:00:00,1024348,10260,9825,8,2,1.5,4.33,6.5,16,7,9,0.4375,14,8,6,0.5714285714285714
3093,3094,1729,1729,2011/2012,2011-08-28 00:00:00,1024350,10261,9879,2,1,2.1,3.25,3.75,9,6,3,0.6666666666666666,17,10,7,0.5882352941176471
3094,3095,1729,1729,2011/2012,2011-08-27 00:00:00,1024355,10003,8472,0,0,2.38,3.3,3.0,18,8,10,0.4444444444444444,12,8,4,0.6666666666666666
3095,3096,1729,1729,2011/2012,2011-08-28 00:00:00,1024358,8586,8456,1,5,2.88,3.3,2.5,17,12,5,0.7058823529411765,18,8,10,0.4444444444444444
3096,3097,1729,1729,2011/2012,2011-08-28 00:00:00,1024363,8659,10194,0,1,2.1,3.25,3.75,16,7,9,0.4375,4,0,4,0.0
3097,3098,1729,1729,2011/2012,2011-08-27 00:00:00,1024367,8528,10172,2,0,2.25,3.3,3.25,11,6,5,0.5454545454545454,15,4,11,0.26666666666666666
3098,3099,1729,1729,2011/2012,2012-03-24 00:00:00,1025771,9825,10252,3,0,1.33,5.0,10.0,18,10,8,0.5555555555555556,3,1,2,0.3333333333333333
3099,3100,1729,1729,2011/2012,2012-03-24 00:00:00,1025780,8559,8655,2,1,2.4,3.4,2.9,11,3,8,0.2727272727272727,8,2,6,0.25
3100,3101,1729,1729,2011/2012,2012-03-24 00:00:00,1025783,8455,8586,0,0,1.83,3.6,4.33,8,2,6,0.25,15,5,10,0.3333333333333333
